compound,driver_number,lap_end,lap_start,meeting_key,session_key,stint_number,tyre_age_at_start
SOFT,44,3,1,1218,9152,1,0
HARD,14,5,1,1218,9152,1,0
SOFT,11,6,1,1218,9152,1,3
SOFT,16,6,1,1218,9152,1,7
MEDIUM,20,6,1,1218,9152,1,0
SOFT,10,6,1,1218,9152,1,0
SOFT,31,6,1,1218,9152,1,5
SOFT,55,7,1,1218,9152,1,5
SOFT,63,7,1,1218,9152,1,0
HARD,18,10,1,1218,9152,1,0
MEDIUM,22,12,1,1218,9152,1,17
MEDIUM,27,12,1,1218,9152,1,0
MEDIUM,40,12,1,1218,9152,1,17
SOFT,4,5,2,1218,9152,2,4
MEDIUM,77,12,2,1218,9152,2,14
MEDIUM,24,12,2,1218,9152,2,13
SOFT,23,4,4,1218,9152,2,9
SOFT,2,6,4,1218,9152,2,10
SOFT,1,6,4,1218,9152,2,6
SOFT,81,6,4,1218,9152,2,6
SOFT,44,7,4,1218,9152,2,3
MEDIUM,23,9,5,1218,9152,3,0
HARD,14,10,6,1218,9152,2,5
HARD,4,10,6,1218,9152,3,0
MEDIUM,81,8,7,1218,9152,3,0
MEDIUM,2,9,7,1218,9152,3,0
SOFT,31,12,7,1218,9152,2,0
SOFT,10,12,7,1218,9152,2,6
SOFT,20,12,7,1218,9152,2,0
SOFT,16,15,7,1218,9152,2,13
SOFT,1,15,7,1218,9152,3,0
SOFT,11,16,7,1218,9152,2,9
SOFT,44,14,8,1218,9152,3,0
SOFT,63,14,8,1218,9152,2,10
SOFT,55,16,8,1218,9152,2,12
MEDIUM,81,17,9,1218,9152,4,2
UNKNOWN,2,12,10,1218,9152,4,3
HARD,23,15,10,1218,9152,4,0
HARD,14,14,11,1218,9152,3,10
HARD,18,20,11,1218,9152,2,12
HARD,4,21,11,1218,9152,4,5
MEDIUM,27,13,13,1218,9152,2,12
MEDIUM,2,13,13,1218,9152,5,0
HARD,10,16,13,1218,9152,3,0
HARD,40,17,13,1218,9152,2,0
HARD,22,17,13,1218,9152,2,0
HARD,31,17,13,1218,9152,3,0
SOFT,20,18,13,1218,9152,3,0
MEDIUM,77,19,13,1218,9152,3,0
MEDIUM,24,19,13,1218,9152,3,0
SOFT,27,19,14,1218,9152,3,0
HARD,2,20,14,1218,9152,6,0
SOFT,63,17,15,1218,9152,3,0
SOFT,44,17,15,1218,9152,4,0
SOFT,14,24,15,1218,9152,4,0
SOFT,16,17,16,1218,9152,3,0
SOFT,1,18,16,1218,9152,4,0
MEDIUM,23,18,16,1218,9152,5,5
SOFT,55,19,17,1218,9152,3,0
HARD,10,19,17,1218,9152,4,4
HARD,22,20,18,1218,9152,3,5
HARD,40,20,18,1218,9152,3,5
SOFT,44,20,18,1218,9152,5,3
SOFT,31,20,18,1218,9152,4,11
SOFT,63,22,18,1218,9152,4,3
SOFT,16,23,18,1218,9152,4,2
SOFT,1,20,19,1218,9152,5,3
SOFT,20,21,19,1218,9152,4,6
SOFT,27,22,20,1218,9152,4,0
SOFT,10,22,20,1218,9152,5,12
HARD,24,23,20,1218,9152,4,0
SOFT,55,23,20,1218,9152,4,3
HARD,77,30,20,1218,9152,4,0
HARD,18,21,21,1218,9152,3,22
MEDIUM,40,23,21,1218,9152,4,0
MEDIUM,22,23,21,1218,9152,4,0
SOFT,1,23,21,1218,9152,6,0
MEDIUM,2,23,21,1218,9152,7,7
SOFT,44,23,21,1218,9152,6,6
SOFT,4,24,22,1218,9152,5,8
SOFT,18,31,22,1218,9152,4,0
SOFT,63,25,23,1218,9152,5,8
SOFT,27,27,23,1218,9152,5,3
MEDIUM,22,28,24,1218,9152,5,3
MEDIUM,40,29,24,1218,9152,5,3
HARD,24,30,24,1218,9152,5,4
HARD,55,3,1,1218,9153,1,0
HARD,1,3,1,1218,9153,1,0
HARD,22,3,1,1218,9153,1,8
HARD,63,3,1,1218,9153,1,0
HARD,44,3,1,1218,9153,1,0
HARD,40,3,1,1218,9153,1,8
HARD,18,4,1,1218,9153,1,0
HARD,20,4,1,1218,9153,1,0
HARD,10,4,1,1218,9153,1,0
HARD,27,5,1,1218,9153,1,0
HARD,4,5,1,1218,9153,1,0
HARD,24,5,1,1218,9153,1,0
HARD,14,5,1,1218,9153,1,0
HARD,31,5,1,1218,9153,1,0
HARD,81,5,1,1218,9153,1,0
HARD,77,5,1,1218,9153,1,0
HARD,11,6,1,1218,9153,1,0
HARD,16,6,1,1218,9153,1,0
HARD,2,6,1,1218,9153,1,0
HARD,23,6,1,1218,9153,1,0
HARD,1,6,4,1218,9153,2,3
HARD,22,6,4,1218,9153,2,0
HARD,40,6,4,1218,9153,2,0
HARD,55,6,4,1218,9153,2,3
HARD,63,6,4,1218,9153,2,0
HARD,44,6,4,1218,9153,2,0
HARD,10,7,5,1218,9153,2,0
HARD,20,8,5,1218,9153,2,0
HARD,18,9,5,1218,9153,2,0
HARD,77,8,6,1218,9153,2,0
HARD,24,8,6,1218,9153,2,0
HARD,14,8,6,1218,9153,2,0
HARD,31,8,6,1218,9153,2,0
HARD,4,9,6,1218,9153,2,0
HARD,27,10,6,1218,9153,2,0
HARD,81,10,6,1218,9153,2,0
HARD,1,9,7,1218,9153,3,6
HARD,11,9,7,1218,9153,2,6
HARD,16,9,7,1218,9153,2,6
HARD,63,9,7,1218,9153,3,3
HARD,55,9,7,1218,9153,3,6
HARD,23,9,7,1218,9153,2,0
HARD,44,9,7,1218,9153,3,3
HARD,2,9,7,1218,9153,2,0
HARD,40,9,7,1218,9153,3,0
HARD,22,9,7,1218,9153,3,0
MEDIUM,14,11,9,1218,9153,3,0
MEDIUM,77,11,9,1218,9153,3,0
MEDIUM,1,12,10,1218,9153,4,0
MEDIUM,11,12,10,1218,9153,3,0
MEDIUM,23,12,10,1218,9153,3,0
MEDIUM,22,12,10,1218,9153,4,0
MEDIUM,40,12,10,1218,9153,4,0
MEDIUM,2,12,10,1218,9153,3,0
MEDIUM,16,12,10,1218,9153,3,0
MEDIUM,55,12,10,1218,9153,4,0
MEDIUM,63,12,10,1218,9153,4,0
MEDIUM,44,12,10,1218,9153,4,0
MEDIUM,4,14,10,1218,9153,3,0
MEDIUM,27,13,11,1218,9153,3,0
MEDIUM,81,15,11,1218,9153,3,0
MEDIUM,14,13,12,1218,9153,4,0
MEDIUM,77,14,12,1218,9153,4,0
MEDIUM,55,14,13,1218,9153,5,0
MEDIUM,23,15,13,1218,9153,4,0
MEDIUM,2,15,13,1218,9153,4,0
MEDIUM,22,15,13,1218,9153,5,0
MEDIUM,63,15,13,1218,9153,5,0
MEDIUM,44,15,13,1218,9153,5,0
MEDIUM,16,15,13,1218,9153,4,0
MEDIUM,40,15,13,1218,9153,5,0
MEDIUM,1,15,13,1218,9153,5,0
MEDIUM,11,15,13,1218,9153,4,0
MEDIUM,27,16,14,1218,9153,4,0
SOFT,14,16,14,1218,9153,5,0
MEDIUM,4,17,15,1218,9153,4,0
SOFT,55,17,15,1218,9153,6,0
MEDIUM,81,18,16,1218,9153,4,0
SOFT,1,18,16,1218,9153,6,0
SOFT,11,18,16,1218,9153,5,0
SOFT,16,18,16,1218,9153,5,0
SOFT,23,18,16,1218,9153,5,0
SOFT,63,18,16,1218,9153,6,0
SOFT,44,18,16,1218,9153,6,0
SOFT,14,19,17,1218,9153,6,0
SOFT,4,20,18,1218,9153,5,0
SOFT,55,20,18,1218,9153,7,0
SOFT,81,21,19,1218,9153,5,0
SOFT,16,21,19,1218,9153,6,0
SOFT,1,21,19,1218,9153,7,0
SOFT,11,21,19,1218,9153,6,0
SOFT,23,21,19,1218,9153,6,0
SOFT,63,21,19,1218,9153,7,0
SOFT,44,21,19,1218,9153,7,0
SOFT,4,23,21,1218,9153,6,0
SOFT,81,24,22,1218,9153,6,0
MEDIUM,10,10,1,1218,9157,1,0
MEDIUM,24,11,1,1218,9157,1,0
HARD,20,12,1,1218,9157,1,4
MEDIUM,40,13,1,1218,9157,1,3
MEDIUM,27,14,1,1218,9157,1,3
MEDIUM,2,14,1,1218,9157,1,3
MEDIUM,23,15,1,1218,9157,1,3
MEDIUM,55,19,1,1218,9157,1,0
MEDIUM,63,19,1,1218,9157,1,0
MEDIUM,16,20,1,1218,9157,1,0
MEDIUM,1,20,1,1218,9157,1,0
MEDIUM,18,20,1,1218,9157,1,0
MEDIUM,14,21,1,1218,9157,1,0
MEDIUM,11,21,1,1218,9157,1,0
MEDIUM,4,22,1,1218,9157,1,0
MEDIUM,81,23,1,1218,9157,1,0
MEDIUM,31,24,1,1218,9157,1,0
HARD,77,25,1,1218,9157,1,3
HARD,44,27,1,1218,9157,1,3
HARD,10,31,11,1218,9157,2,3
HARD,24,33,12,1218,9157,2,3
MEDIUM,20,33,13,1218,9157,2,0
HARD,40,33,14,1218,9157,2,3
HARD,27,39,15,1218,9157,2,5
HARD,2,51,15,1218,9157,2,3
HARD,23,52,16,1218,9157,2,3
HARD,55,52,20,1218,9157,2,0
HARD,63,52,20,1218,9157,2,0
HARD,18,51,21,1218,9157,2,4
HARD,1,52,21,1218,9157,2,0
HARD,16,52,21,1218,9157,2,0
HARD,11,52,22,1218,9157,2,0
HARD,14,52,22,1218,9157,2,3
HARD,4,52,23,1218,9157,2,4
HARD,81,41,24,1218,9157,2,5
HARD,31,39,25,1218,9157,2,3
MEDIUM,77,51,26,1218,9157,2,3
MEDIUM,44,52,28,1218,9157,2,0
MEDIUM,10,51,32,1218,9157,3,0
MEDIUM,40,51,34,1218,9157,3,0
MEDIUM,24,51,34,1218,9157,3,0
MEDIUM,20,51,34,1218,9157,3,0
MEDIUM,27,51,40,1218,9157,3,3
MEDIUM,81,51,42,1218,9157,3,3
HARD,18,2,1,1219,9158,1,0
HARD,63,4,1,1219,9158,1,0
MEDIUM,4,5,1,1219,9158,1,0
HARD,44,5,1,1219,9158,1,0
HARD,14,6,1,1219,9158,1,0
HARD,20,7,1,1219,9158,1,0
HARD,27,7,1,1219,9158,1,0
MEDIUM,23,8,1,1219,9158,1,0
MEDIUM,10,8,1,1219,9158,1,0
HARD,1,8,1,1219,9158,1,0
MEDIUM,81,9,1,1219,9158,1,0
HARD,55,9,1,1219,9158,1,0
MEDIUM,77,9,1,1219,9158,1,0
HARD,24,9,1,1219,9158,1,0
HARD,11,10,1,1219,9158,1,0
HARD,2,10,1,1219,9158,1,0
HARD,22,11,1,1219,9158,1,0
HARD,16,11,1,1219,9158,1,0
MEDIUM,31,12,1,1219,9158,1,0
HARD,40,12,1,1219,9158,1,0
HARD,18,8,3,1219,9158,2,2
HARD,63,12,5,1219,9158,2,4
HARD,44,9,6,1219,9158,2,0
MEDIUM,4,10,6,1219,9158,2,5
HARD,14,12,7,1219,9158,2,6
SOFT,20,13,8,1219,9158,2,0
SOFT,27,14,8,1219,9158,2,0
SOFT,10,11,9,1219,9158,2,0
SOFT,23,11,9,1219,9158,2,0
HARD,18,13,9,1219,9158,3,8
SOFT,1,13,9,1219,9158,2,0
SOFT,81,12,10,1219,9158,2,0
SOFT,44,12,10,1219,9158,3,0
SOFT,55,13,10,1219,9158,2,0
MEDIUM,77,16,10,1219,9158,2,0
MEDIUM,24,17,10,1219,9158,2,0
SOFT,2,12,11,1219,9158,2,0
SOFT,4,15,11,1219,9158,3,0
SOFT,11,18,11,1219,9158,2,0
SOFT,23,14,12,1219,9158,3,3
SOFT,16,16,12,1219,9158,2,0
SOFT,22,17,12,1219,9158,2,0
SOFT,10,18,12,1219,9158,3,3
SOFT,63,15,13,1219,9158,3,0
SOFT,81,15,13,1219,9158,3,3
SOFT,2,15,13,1219,9158,3,2
SOFT,44,15,13,1219,9158,4,3
HARD,14,16,13,1219,9158,3,0
SOFT,31,18,13,1219,9158,2,0
SOFT,40,19,13,1219,9158,2,0
SOFT,55,17,14,1219,9158,3,4
HARD,1,22,14,1219,9158,3,8
HARD,20,23,14,1219,9158,3,7
SOFT,18,25,14,1219,9158,4,0
MEDIUM,23,19,15,1219,9158,4,8
HARD,27,22,15,1219,9158,3,7
SOFT,63,18,16,1219,9158,4,0
HARD,44,21,16,1219,9158,5,9
MEDIUM,81,22,16,1219,9158,4,9
SOFT,4,24,16,1219,9158,4,5
HARD,2,24,16,1219,9158,4,10
SOFT,16,20,17,1219,9158,3,5
MEDIUM,77,25,17,1219,9158,3,0
SOFT,14,28,17,1219,9158,4,0
HARD,55,24,18,1219,9158,4,9
HARD,24,25,18,1219,9158,3,9
SOFT,22,25,18,1219,9158,3,6
SOFT,11,22,19,1219,9158,3,8
SOFT,10,23,19,1219,9158,4,10
SOFT,31,24,19,1219,9158,3,6
HARD,63,25,19,1219,9158,5,12
SOFT,40,27,20,1219,9158,3,7
HARD,16,25,21,1219,9158,4,11
MEDIUM,44,3,1,1219,9159,1,0
MEDIUM,2,5,1,1219,9159,1,0
HARD,4,5,1,1219,9159,1,0
HARD,23,5,1,1219,9159,1,0
MEDIUM,27,5,1,1219,9159,1,0
MEDIUM,16,6,1,1219,9159,1,0
MEDIUM,1,7,1,1219,9159,1,0
MEDIUM,14,7,1,1219,9159,1,0
MEDIUM,18,7,1,1219,9159,1,0
MEDIUM,20,7,1,1219,9159,1,0
HARD,31,7,1,1219,9159,1,0
MEDIUM,55,7,1,1219,9159,1,0
HARD,77,7,1,1219,9159,1,0
MEDIUM,81,7,1,1219,9159,1,0
MEDIUM,40,8,1,1219,9159,1,0
MEDIUM,63,8,1,1219,9159,1,0
HARD,10,9,1,1219,9159,1,0
MEDIUM,11,9,1,1219,9159,1,0
MEDIUM,22,9,1,1219,9159,1,0
MEDIUM,24,9,1,1219,9159,1,0
MEDIUM,44,6,4,1219,9159,2,0
MEDIUM,27,6,6,1219,9159,2,5
MEDIUM,2,8,6,1219,9159,2,5
SOFT,4,11,6,1219,9159,2,0
MEDIUM,16,9,7,1219,9159,2,6
SOFT,44,11,7,1219,9159,3,0
SOFT,27,12,7,1219,9159,3,0
SOFT,55,10,8,1219,9159,2,0
SOFT,1,12,8,1219,9159,2,0
SOFT,14,13,8,1219,9159,2,0
SOFT,77,13,8,1219,9159,2,0
SOFT,20,13,8,1219,9159,2,0
SOFT,31,13,8,1219,9159,2,0
SOFT,81,13,8,1219,9159,2,0
SOFT,18,14,8,1219,9159,2,0
SOFT,2,14,9,1219,9159,3,0
SOFT,40,14,9,1219,9159,2,0
SOFT,63,14,9,1219,9159,2,0
SOFT,16,12,10,1219,9159,3,0
SOFT,24,12,10,1219,9159,2,0
SOFT,11,12,10,1219,9159,2,0
SOFT,22,13,10,1219,9159,2,0
SOFT,10,15,10,1219,9159,2,0
SOFT,55,13,11,1219,9159,3,3
SOFT,4,18,12,1219,9159,3,6
MEDIUM,44,23,12,1219,9159,4,6
SOFT,16,15,13,1219,9159,4,3
SOFT,24,15,13,1219,9159,3,0
SOFT,11,15,13,1219,9159,3,3
MEDIUM,27,22,13,1219,9159,4,6
MEDIUM,1,23,13,1219,9159,3,7
SOFT,14,14,14,1219,9159,3,6
SOFT,77,14,14,1219,9159,3,0
SOFT,81,14,14,1219,9159,3,6
SOFT,22,16,14,1219,9159,3,4
SOFT,20,25,14,1219,9159,3,0
HARD,31,25,14,1219,9159,3,7
MEDIUM,55,26,14,1219,9159,4,7
SOFT,2,15,15,1219,9159,4,6
MEDIUM,81,23,15,1219,9159,4,7
HARD,77,24,15,1219,9159,4,0
MEDIUM,63,25,15,1219,9159,3,8
MEDIUM,14,25,15,1219,9159,4,7
MEDIUM,18,25,15,1219,9159,3,7
MEDIUM,40,27,15,1219,9159,3,8
SOFT,24,16,16,1219,9159,4,6
MEDIUM,11,23,16,1219,9159,4,9
HARD,10,24,16,1219,9159,3,9
MEDIUM,16,27,16,1219,9159,5,9
MEDIUM,2,28,16,1219,9159,5,0
MEDIUM,24,25,17,1219,9159,5,9
MEDIUM,22,27,17,1219,9159,4,9
HARD,4,23,19,1219,9159,4,5
MEDIUM,1,3,1,1219,9160,1,0
MEDIUM,11,3,1,1219,9160,1,0
SOFT,44,3,1,1219,9160,1,0
SOFT,24,3,1,1219,9160,1,0
MEDIUM,27,3,1,1219,9160,1,0
MEDIUM,4,5,1,1219,9160,1,0
MEDIUM,55,5,1,1219,9160,1,0
HARD,81,5,1,1219,9160,1,0
SOFT,2,6,1,1219,9160,1,0
SOFT,23,6,1,1219,9160,1,0
SOFT,77,6,1,1219,9160,1,0
MEDIUM,18,7,1,1219,9160,1,0
MEDIUM,20,7,1,1219,9160,1,0
MEDIUM,40,7,1,1219,9160,1,0
MEDIUM,14,8,1,1219,9160,1,0
MEDIUM,16,9,1,1219,9160,1,0
MEDIUM,22,9,1,1219,9160,1,0
MEDIUM,31,9,1,1219,9160,1,0
SOFT,63,9,1,1219,9160,1,0
MEDIUM,10,10,1,1219,9160,1,0
SOFT,24,6,4,1219,9160,2,3
MEDIUM,11,6,4,1219,9160,2,3
MEDIUM,1,6,4,1219,9160,2,3
SOFT,44,6,4,1219,9160,2,3
MEDIUM,27,7,4,1219,9160,2,0
MEDIUM,4,8,6,1219,9160,2,5
MEDIUM,55,9,6,1219,9160,2,5
HARD,81,9,6,1219,9160,2,5
SOFT,23,7,7,1219,9160,2,6
SOFT,44,9,7,1219,9160,3,6
MEDIUM,1,12,7,1219,9160,3,6
MEDIUM,11,12,7,1219,9160,3,6
SOFT,2,12,7,1219,9160,2,0
SOFT,24,17,7,1219,9160,3,6
SOFT,77,18,7,1219,9160,2,6
MEDIUM,20,8,8,1219,9160,2,7
MEDIUM,40,8,8,1219,9160,2,7
MEDIUM,27,10,8,1219,9160,3,7
SOFT,23,10,8,1219,9160,3,0
MEDIUM,18,13,8,1219,9160,2,7
SOFT,14,11,9,1219,9160,2,0
SOFT,4,14,9,1219,9160,3,0
SOFT,20,16,9,1219,9160,3,0
SOFT,40,19,9,1219,9160,3,0
MEDIUM,22,10,10,1219,9160,2,9
MEDIUM,16,11,10,1219,9160,2,9
SOFT,63,12,10,1219,9160,2,0
SOFT,44,12,10,1219,9160,4,0
SOFT,81,12,10,1219,9160,3,0
MEDIUM,55,14,10,1219,9160,3,9
SOFT,31,15,10,1219,9160,2,0
MEDIUM,22,11,11,1219,9160,3,0
SOFT,23,12,11,1219,9160,4,3
SOFT,10,16,11,1219,9160,2,0
SOFT,27,18,11,1219,9160,4,0
MEDIUM,16,16,12,1219,9160,3,11
SOFT,22,18,12,1219,9160,4,0
SOFT,14,19,12,1219,9160,3,3
SOFT,2,13,13,1219,9160,3,6
SOFT,1,15,13,1219,9160,4,0
SOFT,11,15,13,1219,9160,4,0
SOFT,44,15,13,1219,9160,5,3
SOFT,81,15,13,1219,9160,4,3
SOFT,23,15,13,1219,9160,5,7
SOFT,63,17,13,1219,9160,3,3
SOFT,18,16,14,1219,9160,3,0
SOFT,2,16,14,1219,9160,4,6
SOFT,55,17,15,1219,9160,4,0
SOFT,4,17,15,1219,9160,4,6
SOFT,1,16,16,1219,9160,5,3
MEDIUM,31,16,16,1219,9160,3,9
SOFT,44,18,16,1219,9160,6,9
SOFT,81,18,16,1219,9160,5,6
SOFT,11,20,16,1219,9160,5,3
MEDIUM,10,19,17,1219,9160,3,10
MEDIUM,31,19,17,1219,9160,4,10
SOFT,16,20,17,1219,9160,4,0
SOFT,18,20,17,1219,9160,4,3
SOFT,1,21,17,1219,9160,6,4
SOFT,24,20,18,1219,9160,4,0
SOFT,63,20,18,1219,9160,4,0
SOFT,55,23,18,1219,9160,5,3
SOFT,77,26,19,1219,9160,3,0
SOFT,18,23,21,1219,9160,5,7
SOFT,24,24,21,1219,9160,5,3
SOFT,16,25,21,1219,9160,5,4
SOFT,63,3,1,1219,9161,1,0
SOFT,44,3,1,1219,9161,1,0
SOFT,22,3,1,1219,9161,1,0
SOFT,31,3,1,1219,9161,1,0
SOFT,40,3,1,1219,9161,1,0
SOFT,10,3,1,1219,9161,1,0
SOFT,23,3,1,1219,9161,1,0
SOFT,2,3,1,1219,9161,1,0
SOFT,14,4,1,1219,9161,1,0
SOFT,11,5,1,1219,9161,1,0
SOFT,55,6,1,1219,9161,1,0
SOFT,4,6,1,1219,9161,1,0
SOFT,1,6,1,1219,9161,1,0
SOFT,16,6,1,1219,9161,1,0
SOFT,81,6,1,1219,9161,1,0
SOFT,27,6,1,1219,9161,1,0
SOFT,20,6,1,1219,9161,1,0
SOFT,18,6,1,1219,9161,1,0
SOFT,77,6,1,1219,9161,1,0
SOFT,24,6,1,1219,9161,1,0
SOFT,44,5,4,1219,9161,2,3
SOFT,2,6,4,1219,9161,2,0
SOFT,40,6,4,1219,9161,2,0
SOFT,23,6,4,1219,9161,2,0
SOFT,22,6,4,1219,9161,2,0
SOFT,31,6,4,1219,9161,2,0
SOFT,10,6,4,1219,9161,2,0
SOFT,63,6,4,1219,9161,2,3
SOFT,14,6,5,1219,9161,2,0
SOFT,11,8,6,1219,9161,2,0
SOFT,44,8,6,1219,9161,3,0
SOFT,1,8,7,1219,9161,2,0
SOFT,55,8,7,1219,9161,2,0
SOFT,18,8,7,1219,9161,2,0
SOFT,22,8,7,1219,9161,3,0
SOFT,2,9,7,1219,9161,3,0
SOFT,77,9,7,1219,9161,2,0
SOFT,24,9,7,1219,9161,2,0
SOFT,20,9,7,1219,9161,2,0
SOFT,27,9,7,1219,9161,2,0
SOFT,40,9,7,1219,9161,3,0
SOFT,4,9,7,1219,9161,2,0
SOFT,16,9,7,1219,9161,2,0
SOFT,81,9,7,1219,9161,2,0
SOFT,14,9,7,1219,9161,3,0
SOFT,31,9,7,1219,9161,3,0
SOFT,10,9,7,1219,9161,3,0
SOFT,23,9,7,1219,9161,3,3
SOFT,63,9,7,1219,9161,3,0
SOFT,22,10,9,1219,9161,4,0
SOFT,44,10,9,1219,9161,4,0
SOFT,11,11,9,1219,9161,3,0
SOFT,1,11,9,1219,9161,3,0
SOFT,55,11,9,1219,9161,3,2
SOFT,14,11,10,1219,9161,4,0
SOFT,63,11,10,1219,9161,4,0
SOFT,20,12,10,1219,9161,3,0
SOFT,27,12,10,1219,9161,3,0
SOFT,4,12,10,1219,9161,3,0
SOFT,16,12,10,1219,9161,3,3
SOFT,40,12,10,1219,9161,4,3
SOFT,31,12,10,1219,9161,4,0
SOFT,10,12,10,1219,9161,4,0
SOFT,23,12,10,1219,9161,4,0
SOFT,44,13,11,1219,9161,5,2
SOFT,11,13,12,1219,9161,4,0
SOFT,1,14,12,1219,9161,4,0
SOFT,55,14,12,1219,9161,4,0
SOFT,14,14,12,1219,9161,5,2
SOFT,63,14,12,1219,9161,5,0
SOFT,4,14,13,1219,9161,4,0
SOFT,20,15,13,1219,9161,4,0
SOFT,27,15,13,1219,9161,4,0
SOFT,40,15,13,1219,9161,5,0
SOFT,16,15,13,1219,9161,4,0
SOFT,31,15,13,1219,9161,5,3
SOFT,44,16,14,1219,9161,6,0
SOFT,55,17,15,1219,9161,5,0
SOFT,4,17,15,1219,9161,5,0
SOFT,14,17,15,1219,9161,6,0
SOFT,63,17,15,1219,9161,6,0
SOFT,20,18,16,1219,9161,5,3
SOFT,27,18,16,1219,9161,5,3
SOFT,16,18,16,1219,9161,5,0
SOFT,40,18,16,1219,9161,6,3
SOFT,31,18,16,1219,9161,6,0
SOFT,55,20,18,1219,9161,6,0
SOFT,4,20,18,1219,9161,6,0
SOFT,20,21,19,1219,9161,6,0
SOFT,27,21,19,1219,9161,6,0
SOFT,16,21,19,1219,9161,6,0
SOFT,40,21,19,1219,9161,7,0
SOFT,22,1,1,1219,9165,1,0
SOFT,24,2,1,1219,9165,1,0
MEDIUM,2,19,1,1219,9165,1,0
MEDIUM,55,20,1,1219,9165,1,0
MEDIUM,63,20,1,1219,9165,1,0
SOFT,16,20,1,1219,9165,1,3
MEDIUM,4,20,1,1219,9165,1,0
MEDIUM,14,20,1,1219,9165,1,0
MEDIUM,27,20,1,1219,9165,1,0
MEDIUM,20,20,1,1219,9165,1,0
MEDIUM,44,20,1,1219,9165,1,0
MEDIUM,40,20,1,1219,9165,1,0
MEDIUM,31,20,1,1219,9165,1,0
MEDIUM,10,20,1,1219,9165,1,0
MEDIUM,23,20,1,1219,9165,1,0
MEDIUM,81,20,1,1219,9165,1,0
HARD,11,39,1,1219,9165,1,0
HARD,1,40,1,1219,9165,1,0
HARD,77,40,1,1219,9165,1,0
HARD,24,20,3,1219,9165,2,0
HARD,2,43,20,1219,9165,2,0
HARD,31,43,21,1219,9165,2,0
HARD,20,43,21,1219,9165,2,0
HARD,23,43,21,1219,9165,2,0
HARD,63,44,21,1219,9165,2,0
HARD,44,44,21,1219,9165,2,0
HARD,14,44,21,1219,9165,2,0
HARD,27,61,21,1219,9165,2,0
HARD,55,62,21,1219,9165,2,0
HARD,16,62,21,1219,9165,2,0
HARD,4,62,21,1219,9165,2,0
HARD,40,62,21,1219,9165,2,0
HARD,10,62,21,1219,9165,2,0
HARD,81,62,21,1219,9165,2,0
MEDIUM,24,62,21,1219,9165,3,0
MEDIUM,11,62,40,1219,9165,2,0
MEDIUM,77,52,41,1219,9165,2,0
MEDIUM,1,62,41,1219,9165,2,0
MEDIUM,23,62,44,1219,9165,3,0
SOFT,20,62,44,1219,9165,3,3
MEDIUM,2,62,44,1219,9165,3,0
MEDIUM,63,62,45,1219,9165,3,0
MEDIUM,44,62,45,1219,9165,3,0
SOFT,14,62,45,1219,9165,3,2
TEST_UNKNOWN,23,1,1,1220,9166,1,0
TEST_UNKNOWN,22,1,1,1220,9166,1,0
MEDIUM,4,2,1,1220,9166,1,0
TEST_UNKNOWN,18,2,1,1220,9166,1,0
TEST_UNKNOWN,44,2,1,1220,9166,1,0
HARD,1,5,1,1220,9166,1,0
TEST_UNKNOWN,14,5,1,1220,9166,1,0
HARD,11,5,1,1220,9166,1,0
TEST_UNKNOWN,2,7,1,1220,9166,1,0
TEST_UNKNOWN,10,7,1,1220,9166,1,0
TEST_UNKNOWN,31,7,1,1220,9166,1,0
HARD,27,7,1,1220,9166,1,0
MEDIUM,81,7,1,1220,9166,1,0
TEST_UNKNOWN,20,7,1,1220,9166,1,0
MEDIUM,77,8,1,1220,9166,1,0
TEST_UNKNOWN,63,9,1,1220,9166,1,0
TEST_UNKNOWN,40,9,1,1220,9166,1,0
MEDIUM,24,9,1,1220,9166,1,0
TEST_UNKNOWN,16,10,1,1220,9166,1,0
TEST_UNKNOWN,55,10,1,1220,9166,1,0
TEST_UNKNOWN,23,2,2,1220,9166,2,1
MEDIUM,22,6,2,1220,9166,2,0
TEST_UNKNOWN,18,4,3,1220,9166,2,2
MEDIUM,4,6,3,1220,9166,2,0
TEST_UNKNOWN,44,6,3,1220,9166,2,2
TEST_UNKNOWN,23,9,3,1220,9166,3,2
MEDIUM,18,8,5,1220,9166,3,0
TEST_UNKNOWN,11,8,6,1220,9166,2,0
MEDIUM,14,8,6,1220,9166,2,0
TEST_UNKNOWN,1,10,6,1220,9166,2,0
MEDIUM,22,12,7,1220,9166,3,5
TEST_UNKNOWN,4,13,7,1220,9166,3,0
MEDIUM,44,14,7,1220,9166,3,0
TEST_UNKNOWN,2,10,8,1220,9166,2,7
SOFT,27,11,8,1220,9166,2,0
SOFT,20,13,8,1220,9166,2,0
TEST_UNKNOWN,81,14,8,1220,9166,2,0
MEDIUM,31,15,8,1220,9166,2,0
MEDIUM,10,16,8,1220,9166,2,0
MEDIUM,14,11,9,1220,9166,3,3
SOFT,18,11,9,1220,9166,4,0
MEDIUM,77,14,9,1220,9166,2,0
SOFT,11,14,9,1220,9166,3,0
SOFT,23,15,10,1220,9166,4,0
MEDIUM,24,16,10,1220,9166,2,0
MEDIUM,63,17,10,1220,9166,2,0
MEDIUM,40,17,10,1220,9166,2,0
SOFT,1,13,11,1220,9166,3,0
SOFT,55,13,11,1220,9166,2,0
SOFT,2,16,11,1220,9166,3,0
SOFT,16,16,11,1220,9166,2,0
SOFT,14,14,12,1220,9166,4,0
